epoch: 201, step: 456, time: 4.1, train: 4.002, valid: 1.554, train_acc: 0.606, valid_acc: 0.888
epoch: 253, step: 11818, time: 3.8, train: 1.226, valid: 1.234, train_acc: 0.963, valid_acc: 0.959
epoch: 254, step: 11999, time: 2.6, train: 1.238, valid: 1.238, train_acc: 0.960, valid_acc: 0.950
epoch: 255, step: 12255, time: 3.8, train: 1.222, valid: 1.199, train_acc: 0.964, valid_acc: 0.963
epoch: 256, step: 12436, time: 2.7, train: 1.232, valid: 1.223, train_acc: 0.963, valid_acc: 0.957
epoch: 257, step: 12692, time: 3.6, train: 1.221, valid: 1.240, train_acc: 0.966, valid_acc: 0.955
epoch: 258, step: 12873, time: 2.7, train: 1.230, valid: 1.188, train_acc: 0.962, valid_acc: 0.966
epoch: 259, step: 13129, time: 3.8, train: 1.220, valid: 1.221, train_acc: 0.966, valid_acc: 0.960
epoch: 260, step: 13310, time: 2.6, train: 1.223, valid: 1.227, train_acc: 0.965, valid_acc: 0.955
epoch: 261, step: 13566, time: 3.8, train: 1.215, valid: 1.187, train_acc: 0.966, valid_acc: 0.966
epoch: 262, step: 13747, time: 2.7, train: 1.225, valid: 1.209, train_acc: 0.965, valid_acc: 0.961
epoch: 263, step: 14003, time: 3.7, train: 1.212, valid: 1.254, train_acc: 0.968, valid_acc: 0.950
epoch: 264, step: 14184, time: 2.8, train: 1.223, valid: 1.188, train_acc: 0.965, valid_acc: 0.967
epoch: 265, step: 14440, time: 3.8, train: 1.212, valid: 1.219, train_acc: 0.967, valid_acc: 0.958
epoch: 266, step: 14621, time: 2.6, train: 1.218, valid: 1.217, train_acc: 0.966, valid_acc: 0.958
epoch: 267, step: 14877, time: 3.8, train: 1.209, valid: 1.191, train_acc: 0.969, valid_acc: 0.968
epoch: 268, step: 15058, time: 2.7, train: 1.215, valid: 1.208, train_acc: 0.966, valid_acc: 0.961
epoch: 269, step: 15314, time: 3.7, train: 1.209, valid: 1.231, train_acc: 0.968, valid_acc: 0.950
epoch: 270, step: 15495, time: 2.8, train: 1.215, valid: 1.177, train_acc: 0.967, valid_acc: 0.969
epoch: 271, step: 15751, time: 3.8, train: 1.204, valid: 1.205, train_acc: 0.970, valid_acc: 0.965
epoch: 272, step: 15932, time: 2.6, train: 1.211, valid: 1.222, train_acc: 0.968, valid_acc: 0.960
epoch: 273, step: 16188, time: 3.8, train: 1.199, valid: 1.181, train_acc: 0.971, valid_acc: 0.970
epoch: 274, step: 16369, time: 2.8, train: 1.207, valid: 1.205, train_acc: 0.968, valid_acc: 0.963
epoch: 275, step: 16625, time: 3.6, train: 1.200, valid: 1.228, train_acc: 0.970, valid_acc: 0.960
epoch: 276, step: 16806, time: 2.7, train: 1.207, valid: 1.176, train_acc: 0.969, valid_acc: 0.970
epoch: 277, step: 17062, time: 3.8, train: 1.198, valid: 1.200, train_acc: 0.972, valid_acc: 0.965
epoch: 278, step: 17243, time: 2.6, train: 1.204, valid: 1.218, train_acc: 0.970, valid_acc: 0.960
epoch: 279, step: 17499, time: 3.8, train: 1.195, valid: 1.176, train_acc: 0.972, valid_acc: 0.971
epoch: 280, step: 17680, time: 2.7, train: 1.203, valid: 1.196, train_acc: 0.969, valid_acc: 0.966
epoch: 281, step: 17936, time: 3.6, train: 1.199, valid: 1.201, train_acc: 0.971, valid_acc: 0.963
epoch: 282, step: 18117, time: 2.7, train: 1.202, valid: 1.169, train_acc: 0.970, valid_acc: 0.973
epoch: 283, step: 18373, time: 3.8, train: 1.192, valid: 1.194, train_acc: 0.973, valid_acc: 0.969
epoch: 284, step: 18554, time: 2.6, train: 1.202, valid: 1.223, train_acc: 0.970, valid_acc: 0.958
epoch: 285, step: 18810, time: 3.8, train: 1.192, valid: 1.168, train_acc: 0.973, valid_acc: 0.974
epoch: 286, step: 18991, time: 2.7, train: 1.200, valid: 1.192, train_acc: 0.971, valid_acc: 0.966
epoch: 287, step: 19247, time: 3.6, train: 1.190, valid: 1.225, train_acc: 0.973, valid_acc: 0.960
epoch: 288, step: 19428, time: 2.8, train: 1.199, valid: 1.176, train_acc: 0.971, valid_acc: 0.970
epoch: 289, step: 19684, time: 3.8, train: 1.189, valid: 1.197, train_acc: 0.974, valid_acc: 0.966
epoch: 290, step: 19865, time: 2.6, train: 1.195, valid: 1.222, train_acc: 0.971, valid_acc: 0.960
epoch: 291, step: 20121, time: 3.8, train: 1.189, valid: 1.164, train_acc: 0.973, valid_acc: 0.974
epoch: 292, step: 20302, time: 2.8, train: 1.192, valid: 1.185, train_acc: 0.972, valid_acc: 0.969
epoch: 293, step: 20558, time: 3.6, train: 1.186, valid: 1.231, train_acc: 0.974, valid_acc: 0.955
epoch: 294, step: 20739, time: 2.8, train: 1.196, valid: 1.169, train_acc: 0.972, valid_acc: 0.975
epoch: 295, step: 20995, time: 3.8, train: 1.182, valid: 1.196, train_acc: 0.975, valid_acc: 0.966
epoch: 296, step: 21176, time: 2.6, train: 1.191, valid: 1.217, train_acc: 0.973, valid_acc: 0.958
epoch: 297, step: 21432, time: 3.8, train: 1.187, valid: 1.162, train_acc: 0.974, valid_acc: 0.973
epoch: 298, step: 21613, time: 2.8, train: 1.187, valid: 1.188, train_acc: 0.974, valid_acc: 0.968
epoch: 299, step: 21869, time: 3.6, train: 1.184, valid: 1.234, train_acc: 0.975, valid_acc: 0.955
epoch: 300, step: 22050, time: 2.7, train: 1.190, valid: 1.168, train_acc: 0.973, valid_acc: 0.974
epoch: 301, step: 22306, time: 3.9, train: 1.181, valid: 1.183, train_acc: 0.976, valid_acc: 0.971
epoch: 302, step: 22487, time: 2.6, train: 1.185, valid: 1.223, train_acc: 0.974, valid_acc: 0.958
epoch: 303, step: 22743, time: 3.8, train: 1.179, valid: 1.163, train_acc: 0.976, valid_acc: 0.974
epoch: 304, step: 22924, time: 2.7, train: 1.184, valid: 1.189, train_acc: 0.975, valid_acc: 0.967
epoch: 305, step: 23180, time: 3.6, train: 1.179, valid: 1.209, train_acc: 0.977, valid_acc: 0.963
epoch: 306, step: 23361, time: 2.7, train: 1.185, valid: 1.159, train_acc: 0.975, valid_acc: 0.975
epoch: 307, step: 23617, time: 3.8, train: 1.179, valid: 1.192, train_acc: 0.977, valid_acc: 0.968
epoch: 308, step: 23798, time: 2.6, train: 1.182, valid: 1.193, train_acc: 0.975, valid_acc: 0.971
epoch: 309, step: 24054, time: 3.8, train: 1.175, valid: 1.165, train_acc: 0.978, valid_acc: 0.973
epoch: 310, step: 24235, time: 2.8, train: 1.185, valid: 1.180, train_acc: 0.975, valid_acc: 0.971
epoch: 311, step: 24491, time: 3.6, train: 1.175, valid: 1.217, train_acc: 0.977, valid_acc: 0.963
epoch: 312, step: 24672, time: 2.7, train: 1.186, valid: 1.160, train_acc: 0.975, valid_acc: 0.975
epoch: 313, step: 24928, time: 3.8, train: 1.173, valid: 1.182, train_acc: 0.978, valid_acc: 0.969
epoch: 314, step: 25109, time: 2.6, train: 1.182, valid: 1.214, train_acc: 0.975, valid_acc: 0.966
epoch: 315, step: 25365, time: 3.8, train: 1.174, valid: 1.157, train_acc: 0.978, valid_acc: 0.977
epoch: 316, step: 25546, time: 2.7, train: 1.183, valid: 1.179, train_acc: 0.975, valid_acc: 0.971
epoch: 317, step: 25802, time: 3.6, train: 1.172, valid: 1.221, train_acc: 0.978, valid_acc: 0.960
epoch: 318, step: 25983, time: 2.8, train: 1.177, valid: 1.154, train_acc: 0.976, valid_acc: 0.977
epoch: 319, step: 26239, time: 3.8, train: 1.172, valid: 1.179, train_acc: 0.978, valid_acc: 0.971
epoch: 320, step: 26420, time: 2.6, train: 1.178, valid: 1.215, train_acc: 0.977, valid_acc: 0.963
epoch: 321, step: 26676, time: 3.8, train: 1.174, valid: 1.152, train_acc: 0.978, valid_acc: 0.977
epoch: 322, step: 26857, time: 2.8, train: 1.173, valid: 1.178, train_acc: 0.978, valid_acc: 0.971
epoch: 323, step: 27113, time: 3.6, train: 1.172, valid: 1.220, train_acc: 0.978, valid_acc: 0.963
epoch: 324, step: 27294, time: 2.7, train: 1.175, valid: 1.156, train_acc: 0.977, valid_acc: 0.978
epoch: 325, step: 27550, time: 3.8, train: 1.170, valid: 1.179, train_acc: 0.979, valid_acc: 0.970
epoch: 326, step: 27731, time: 2.6, train: 1.173, valid: 1.205, train_acc: 0.977, valid_acc: 0.971
epoch: 327, step: 27987, time: 3.8, train: 1.169, valid: 1.151, train_acc: 0.979, valid_acc: 0.978
epoch: 328, step: 28168, time: 2.8, train: 1.172, valid: 1.171, train_acc: 0.978, valid_acc: 0.973
epoch: 329, step: 28424, time: 3.6, train: 1.168, valid: 1.184, train_acc: 0.979, valid_acc: 0.971
epoch: 330, step: 28605, time: 2.8, train: 1.174, valid: 1.154, train_acc: 0.978, valid_acc: 0.977
epoch: 331, step: 28861, time: 3.8, train: 1.170, valid: 1.173, train_acc: 0.979, valid_acc: 0.972
epoch: 332, step: 29042, time: 2.6, train: 1.172, valid: 1.185, train_acc: 0.978, valid_acc: 0.966
epoch: 333, step: 29298, time: 3.8, train: 1.166, valid: 1.152, train_acc: 0.980, valid_acc: 0.976
epoch: 334, step: 29479, time: 2.7, train: 1.170, valid: 1.173, train_acc: 0.979, valid_acc: 0.973
epoch: 335, step: 29735, time: 3.6, train: 1.168, valid: 1.215, train_acc: 0.980, valid_acc: 0.966
epoch: 336, step: 29916, time: 2.8, train: 1.168, valid: 1.147, train_acc: 0.980, valid_acc: 0.979
epoch: 337, step: 30172, time: 3.8, train: 1.166, valid: 1.170, train_acc: 0.980, valid_acc: 0.973
epoch: 338, step: 30353, time: 2.6, train: 1.170, valid: 1.220, train_acc: 0.979, valid_acc: 0.963
epoch: 339, step: 30609, time: 3.8, train: 1.164, valid: 1.151, train_acc: 0.980, valid_acc: 0.977
epoch: 340, step: 30790, time: 2.8, train: 1.169, valid: 1.171, train_acc: 0.979, valid_acc: 0.974
epoch: 341, step: 31046, time: 3.6, train: 1.164, valid: 1.210, train_acc: 0.980, valid_acc: 0.971
epoch: 342, step: 31227, time: 2.8, train: 1.170, valid: 1.142, train_acc: 0.979, valid_acc: 0.980
epoch: 343, step: 31483, time: 3.8, train: 1.163, valid: 1.176, train_acc: 0.981, valid_acc: 0.973
epoch: 344, step: 31664, time: 2.6, train: 1.170, valid: 1.219, train_acc: 0.979, valid_acc: 0.963
epoch: 345, step: 31920, time: 3.8, train: 1.163, valid: 1.155, train_acc: 0.981, valid_acc: 0.976
epoch: 346, step: 32101, time: 2.8, train: 1.168, valid: 1.170, train_acc: 0.979, valid_acc: 0.974
epoch: 347, step: 32357, time: 3.6, train: 1.161, valid: 1.196, train_acc: 0.981, valid_acc: 0.968
epoch: 348, step: 32538, time: 2.8, train: 1.165, valid: 1.147, train_acc: 0.980, valid_acc: 0.979
epoch: 349, step: 32794, time: 3.8, train: 1.162, valid: 1.167, train_acc: 0.981, valid_acc: 0.973
epoch: 350, step: 32975, time: 2.6, train: 1.164, valid: 1.220, train_acc: 0.981, valid_acc: 0.960
epoch: 351, step: 33231, time: 3.8, train: 1.161, valid: 1.145, train_acc: 0.981, valid_acc: 0.980
epoch: 352, step: 33412, time: 2.7, train: 1.164, valid: 1.174, train_acc: 0.980, valid_acc: 0.973
epoch: 353, step: 33668, time: 3.7, train: 1.161, valid: 1.207, train_acc: 0.981, valid_acc: 0.966
epoch: 354, step: 33849, time: 2.7, train: 1.162, valid: 1.145, train_acc: 0.981, valid_acc: 0.979
epoch: 355, step: 34105, time: 3.8, train: 1.160, valid: 1.167, train_acc: 0.981, valid_acc: 0.974
epoch: 356, step: 34286, time: 2.6, train: 1.164, valid: 1.221, train_acc: 0.980, valid_acc: 0.963
epoch: 357, step: 34542, time: 3.8, train: 1.156, valid: 1.144, train_acc: 0.982, valid_acc: 0.980
epoch: 358, step: 34723, time: 2.7, train: 1.164, valid: 1.164, train_acc: 0.981, valid_acc: 0.976
epoch: 359, step: 34979, time: 3.6, train: 1.156, valid: 1.205, train_acc: 0.982, valid_acc: 0.966
epoch: 360, step: 35160, time: 2.8, train: 1.163, valid: 1.150, train_acc: 0.980, valid_acc: 0.978
epoch: 361, step: 35416, time: 3.8, train: 1.159, valid: 1.163, train_acc: 0.981, valid_acc: 0.975
epoch: 362, step: 35597, time: 2.6, train: 1.163, valid: 1.231, train_acc: 0.980, valid_acc: 0.960
epoch: 363, step: 35853, time: 3.8, train: 1.155, valid: 1.147, train_acc: 0.982, valid_acc: 0.980
epoch: 364, step: 36034, time: 2.8, train: 1.161, valid: 1.165, train_acc: 0.982, valid_acc: 0.976
epoch: 365, step: 36290, time: 3.8, train: 1.155, valid: 1.217, train_acc: 0.983, valid_acc: 0.971
epoch: 366, step: 36471, time: 3.1, train: 1.164, valid: 1.149, train_acc: 0.981, valid_acc: 0.979
epoch: 367, step: 36727, time: 3.8, train: 1.157, valid: 1.168, train_acc: 0.983, valid_acc: 0.974
epoch: 368, step: 36908, time: 2.6, train: 1.162, valid: 1.202, train_acc: 0.981, valid_acc: 0.966
epoch: 369, step: 37164, time: 4.0, train: 1.152, valid: 1.150, train_acc: 0.983, valid_acc: 0.979
epoch: 370, step: 37345, time: 2.8, train: 1.158, valid: 1.163, train_acc: 0.982, valid_acc: 0.975
epoch: 371, step: 37601, time: 3.8, train: 1.154, valid: 1.207, train_acc: 0.983, valid_acc: 0.968
epoch: 372, step: 37782, time: 2.8, train: 1.159, valid: 1.150, train_acc: 0.982, valid_acc: 0.979
epoch: 373, step: 38038, time: 3.8, train: 1.154, valid: 1.157, train_acc: 0.983, valid_acc: 0.976
epoch: 374, step: 38219, time: 2.6, train: 1.159, valid: 1.210, train_acc: 0.982, valid_acc: 0.966
epoch: 375, step: 38475, time: 3.8, train: 1.152, valid: 1.140, train_acc: 0.984, valid_acc: 0.981
epoch: 376, step: 38656, time: 2.7, train: 1.157, valid: 1.158, train_acc: 0.983, valid_acc: 0.977
epoch: 377, step: 38912, time: 3.6, train: 1.151, valid: 1.211, train_acc: 0.983, valid_acc: 0.960
epoch: 378, step: 39093, time: 2.8, train: 1.160, valid: 1.147, train_acc: 0.982, valid_acc: 0.978
epoch: 379, step: 39349, time: 3.8, train: 1.153, valid: 1.164, train_acc: 0.983, valid_acc: 0.977
epoch: 380, step: 39530, time: 2.6, train: 1.157, valid: 1.178, train_acc: 0.982, valid_acc: 0.968
epoch: 381, step: 39786, time: 3.8, train: 1.154, valid: 1.146, train_acc: 0.983, valid_acc: 0.980
epoch: 382, step: 39967, time: 2.8, train: 1.157, valid: 1.159, train_acc: 0.982, valid_acc: 0.977
epoch: 383, step: 40223, time: 3.6, train: 1.151, valid: 1.216, train_acc: 0.984, valid_acc: 0.966
epoch: 384, step: 40404, time: 2.7, train: 1.154, valid: 1.144, train_acc: 0.983, valid_acc: 0.980
epoch: 385, step: 40660, time: 3.8, train: 1.150, valid: 1.173, train_acc: 0.984, valid_acc: 0.974
epoch: 386, step: 40841, time: 2.6, train: 1.153, valid: 1.197, train_acc: 0.984, valid_acc: 0.968
epoch: 387, step: 41097, time: 3.8, train: 1.150, valid: 1.141, train_acc: 0.984, valid_acc: 0.981
epoch: 388, step: 41278, time: 2.8, train: 1.157, valid: 1.160, train_acc: 0.983, valid_acc: 0.975
epoch: 389, step: 41534, time: 3.6, train: 1.148, valid: 1.204, train_acc: 0.985, valid_acc: 0.968
epoch: 390, step: 41715, time: 2.7, train: 1.153, valid: 1.142, train_acc: 0.984, valid_acc: 0.981
epoch: 391, step: 41971, time: 3.9, train: 1.151, valid: 1.162, train_acc: 0.984, valid_acc: 0.976
epoch: 392, step: 42152, time: 2.6, train: 1.154, valid: 1.219, train_acc: 0.983, valid_acc: 0.968
epoch: 393, step: 42408, time: 3.8, train: 1.147, valid: 1.145, train_acc: 0.985, valid_acc: 0.979
epoch: 394, step: 42589, time: 2.7, train: 1.154, valid: 1.157, train_acc: 0.984, valid_acc: 0.978
epoch: 395, step: 42845, time: 3.7, train: 1.149, valid: 1.190, train_acc: 0.985, valid_acc: 0.968
epoch: 396, step: 43026, time: 2.8, train: 1.155, valid: 1.137, train_acc: 0.983, valid_acc: 0.983
epoch: 397, step: 43282, time: 3.8, train: 1.147, valid: 1.165, train_acc: 0.985, valid_acc: 0.975
epoch: 398, step: 43463, time: 2.6, train: 1.151, valid: 1.211, train_acc: 0.984, valid_acc: 0.963
epoch: 399, step: 43719, time: 3.8, train: 1.148, valid: 1.138, train_acc: 0.985, valid_acc: 0.982
epoch: 400, step: 43900, time: 2.7, train: 1.152, valid: 1.163, train_acc: 0.984, valid_acc: 0.976
